perinatal_dx_code,perinatal_dx_catagory,perinatal_dx_descrip,perinatal_icd_code
O87.8,,Other venous complications in the puerperium,ICD10
O00.112,,Left tubal pregnancy with intrauterine pregnancy,ICD10
O36.1935,,"Maternal care for other isoimmunization, third trimester, fetus 5",ICD10
O36.8391,,"Maternal care for abnormalities of the fetal heart rate or rhythm, unspecified trimester, fetus 1",ICD10
O33.7XX1,,"Maternal care for disproportion due to other fetal deformities, fetus 1",ICD10
O31.20X1,,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, fetus 1",ICD10
O98.612,,"Protozoal diseases complicating pregnancy, second trimester",ICD10
O98.613,,"Protozoal diseases complicating pregnancy, third trimester",ICD10
O22.01,,"Varicose veins of lower extremity in pregnancy, first trimester",ICD10
O03.35,,Other venous complications following incomplete spontaneous abortion,ICD10
O31.11X0,,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, not applicable or unspecified",ICD10
O69.2XX1,,"Labor and delivery complicated by other cord entanglement, with compression, fetus 1",ICD10
O34.60,,"Maternal care for abnormality of vagina, unspecified trimester",ICD10
O36.63X3,,"Maternal care for excessive fetal growth, third trimester, fetus 3",ICD10
O31.23X9,,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, other fetus",ICD10
O36.0912,,"Maternal care for other rhesus isoimmunization, first trimester, fetus 2",ICD10
O35.7XX0,,"Maternal care for (suspected) damage to fetus by other medical procedures, not applicable or unspecified",ICD10
O41.00X9,,"Oligohydramnios, unspecified trimester, other fetus",ICD10
O69.5XX2,,"Labor and delivery complicated by vascular lesion of cord, fetus 2",ICD10
O36.22X1,,"Maternal care for hydrops fetalis, second trimester, fetus 1",ICD10
O32.1XX4,,"Maternal care for breech presentation, fetus 4",ICD10
O36.8922,,"Maternal care for other specified fetal problems, second trimester, fetus 2",ICD10
O34.91,,"Maternal care for abnormality of pelvic organ, unspecified, first trimester",ICD10
O36.0935,,"Maternal care for other rhesus isoimmunization, third trimester, fetus 5",ICD10
O68,,Labor and delivery complicated by abnormality of fetal acid-base balance,ICD10
O10.119,,"Pre-existing hypertensive heart disease complicating pregnancy, unspecified trimester",ICD10
O26.72,,Subluxation of symphysis (pubis) in childbirth,ICD10
O22.53,,"Cerebral venous thrombosis in pregnancy, third trimester",ICD10
O40.1XX1,,"Polyhydramnios, first trimester, fetus 1",ICD10
O41.1291,,"Chorioamnionitis, unspecified trimester, fetus 1",ICD10
O36.0193,,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, fetus 3",ICD10
O31.13X2,,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus 2",ICD10
O41.1022,,"Infection of amniotic sac and membranes, unspecified, second trimester, fetus 2",ICD10
O36.1999,,"Maternal care for other isoimmunization, unspecified trimester, other fetus",ICD10
O44.32,,"Partial placenta previa with hemorrhage, second trimester",ICD10
O69.2XX9,,"Labor and delivery complicated by other cord entanglement, with compression, other fetus",ICD10
O64.2XX0,,"Obstructed labor due to face presentation, not applicable or unspecified",ICD10
O30.222,multiple-gestation,"Quadruplet pregnancy with two or more monoamniotic fetuses, second trimester",ICD10
O30.212,multiple-gestation,"Quadruplet pregnancy with two or more monochorionic fetuses, second trimester",ICD10
O30.209,multiple-gestation,"Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester",ICD10
O30.202,multiple-gestation,"Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, second trimester",ICD10
O36.4XX3,,"Maternal care for intrauterine death, fetus 3",ICD10
O30.219,multiple-gestation,"Quadruplet pregnancy with two or more monochorionic fetuses, unspecified trimester",ICD10
O30.291,multiple-gestation,"Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs, first trimester",ICD10
O36.4XX4,,"Maternal care for intrauterine death, fetus 4",ICD10
O30.121,multiple-gestation,"Triplet pregnancy with two or more monoamniotic fetuses, first trimester",ICD10
O30.119,multiple-gestation,"Triplet pregnancy with two or more monochorionic fetuses, unspecified trimester",ICD10
O31.8X33,,"Other complications specific to multiple gestation, third trimester, fetus 3",ICD10
O31.23X3,,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 3",ICD10
O26.711,,"Subluxation of symphysis (pubis) in pregnancy, first trimester",ICD10
O33.1,,Maternal care for disproportion due to generally contracted pelvis,ICD10
O22.11,,"Genital varices in pregnancy, first trimester",ICD10
O23.523,,"Salpingo-oophoritis in pregnancy, third trimester",ICD10
O43.119,,"Circumvallate placenta, unspecified trimester",ICD10
O36.71X1,,"Maternal care for viable fetus in abdominal pregnancy, first trimester, fetus 1",ICD10
O41.1013,,"Infection of amniotic sac and membranes, unspecified, first trimester, fetus 3",ICD10
O36.5112,,"Maternal care for known or suspected placental insufficiency, first trimester, fetus 2",ICD10
O41.8X24,,"Other specified disorders of amniotic fluid and membranes, second trimester, fetus 4",ICD10
O92.3,,Agalactia,ICD10
O98.011,,"Tuberculosis complicating pregnancy, first trimester",ICD10
O41.02X3,,"Oligohydramnios, second trimester, fetus 3",ICD10
O64.1XX9,,"Obstructed labor due to breech presentation, other fetus",ICD10
O23.521,,"Salpingo-oophoritis in pregnancy, first trimester",ICD10
O69.82X1,,"Labor and delivery complicated by other cord entanglement, without compression, fetus 1",ICD10
O34.539,,"Maternal care for retroversion of gravid uterus, unspecified trimester",ICD10
O60.20X2,,"Term delivery with preterm labor, unspecified trimester, fetus 2",ICD10
O60.20X1,,"Term delivery with preterm labor, unspecified trimester, fetus 1",ICD10
O30.021,multiple-gestation,"Conjoined twin pregnancy, first trimester",ICD10
O36.61X2,,"Maternal care for excessive fetal growth, first trimester, fetus 2",ICD10
O32.2XX9,,"Maternal care for transverse and oblique lie, other fetus",ICD10
O36.4XX9,,"Maternal care for intrauterine death, other fetus",ICD10
O33.7,,Maternal care for disproportion due to other fetal deformities,ICD10
O26.01,,"Excessive weight gain in pregnancy, first trimester",ICD10
O36.8399,,"Maternal care for abnormalities of the fetal heart rate or rhythm, unspecified trimester, other fetus",ICD10
O41.1223,,"Chorioamnionitis, second trimester, fetus 3",ICD10
O36.8322,,"Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester, fetus 2",ICD10
O36.8323,,"Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester, fetus 3",ICD10
O69.81X3,,"Labor and delivery complicated by cord around neck, without compression, fetus 3",ICD10
O32.2XX3,,"Maternal care for transverse and oblique lie, fetus 3",ICD10
O29.5X9,,"Other complications of spinal and epidural anesthesia during pregnancy, unspecified trimester",ICD10
O89.9,,"Complication of anesthesia during the puerperium, unspecified",ICD10
O91.213,,"Nonpurulent mastitis associated with pregnancy, third trimester",ICD10
O36.92X1,,"Maternal care for fetal problem, unspecified, second trimester, fetus 1",ICD10
O30.193,multiple-gestation,"Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs, third trimester",ICD10
O41.8X13,,"Other specified disorders of amniotic fluid and membranes, first trimester, fetus 3",ICD10
O41.8X19,,"Other specified disorders of amniotic fluid and membranes, first trimester, other fetus",ICD10
O33.8,,Maternal care for disproportion of other origin,ICD10
O88.12,,Amniotic fluid embolism in childbirth,ICD10
O88.13,,Amniotic fluid embolism in the puerperium,ICD10
O41.1012,,"Infection of amniotic sac and membranes, unspecified, first trimester, fetus 2",ICD10
O03.33,,Metabolic disorder following incomplete spontaneous abortion,ICD10
O35.3XX3,,"Maternal care for (suspected) damage to fetus from viral disease in mother, fetus 3",ICD10
O46.021,,"Antepartum hemorrhage with disseminated intravascular coagulation, first trimester",ICD10
O41.1039,,"Infection of amniotic sac and membranes, unspecified, third trimester, other fetus",ICD10
O36.0194,,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, fetus 4",ICD10
O88.312,,"Pyemic and septic embolism in pregnancy, second trimester",ICD10
O60.20X9,,"Term delivery with preterm labor, unspecified trimester, other fetus",ICD10
O45.8X9,,"Other premature separation of placenta, unspecified trimester",ICD10
O36.1991,,"Maternal care for other isoimmunization, unspecified trimester, fetus 1",ICD10
O36.1131,,"Maternal care for Anti-A sensitization, third trimester, fetus 1",ICD10
O36.5111,,"Maternal care for known or suspected placental insufficiency, first trimester, fetus 1",ICD10
O60.13X3,,"Preterm labor second trimester with preterm delivery third trimester, fetus 3",ICD10
O74.2,,Cardiac complications of anesthesia during labor and delivery,ICD10
O36.90X2,,"Maternal care for fetal problem, unspecified, unspecified trimester, fetus 2",ICD10
O66.1,,Obstructed labor due to locked twins,ICD10
O36.1199,,"Maternal care for Anti-A sensitization, unspecified trimester, other fetus",ICD10
O30.022,multiple-gestation,"Conjoined twin pregnancy, second trimester",ICD10
O30.023,multiple-gestation,"Conjoined twin pregnancy, third trimester",ICD10
O45.009,,"Premature separation of placenta with coagulation defect, unspecified, unspecified trimester",ICD10
O31.33X2,,"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus 2",ICD10
O31.33X3,,"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus 3",ICD10
O31.30X3,,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 3",ICD10
O36.8392,,"Maternal care for abnormalities of the fetal heart rate or rhythm, unspecified trimester, fetus 2",ICD10
O31.33X1,,"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus 1",ICD10
O31.12X2,,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, fetus 2",ICD10
O36.92X2,,"Maternal care for fetal problem, unspecified, second trimester, fetus 2",ICD10
O36.0919,,"Maternal care for other rhesus isoimmunization, first trimester, other fetus",ICD10
O36.1992,,"Maternal care for other isoimmunization, unspecified trimester, fetus 2",ICD10
O41.1215,,"Chorioamnionitis, first trimester, fetus 5",ICD10
O36.5994,,"Maternal care for other known or suspected poor fetal growth, unspecified trimester, fetus 4",ICD10
O36.1924,,"Maternal care for other isoimmunization, second trimester, fetus 4",ICD10
O64.9XX1,,"Obstructed labor due to malposition and malpresentation, unspecified, fetus 1",ICD10
O36.23X4,,"Maternal care for hydrops fetalis, third trimester, fetus 4",ICD10
O40.1XX3,,"Polyhydramnios, first trimester, fetus 3",ICD10
O60.22X9,,"Term delivery with preterm labor, second trimester, other fetus",ICD10
O22.8X9,,"Other venous complications in pregnancy, unspecified trimester",ICD10
O60.22X0,,"Term delivery with preterm labor, second trimester, not applicable or unspecified",ICD10
O41.1021,,"Infection of amniotic sac and membranes, unspecified, second trimester, fetus 1",ICD10
O36.93X9,,"Maternal care for fetal problem, unspecified, third trimester, other fetus",ICD10
O64.8XX1,,"Obstructed labor due to other malposition and malpresentation, fetus 1",ICD10
O60.13X9,,"Preterm labor second trimester with preterm delivery third trimester, other fetus",ICD10
O41.1233,,"Chorioamnionitis, third trimester, fetus 3",ICD10
O30.203,multiple-gestation,"Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, third trimester",ICD10
O07.1,,Delayed or excessive hemorrhage following failed attempted termination of pregnancy,ICD10
O36.8910,,"Maternal care for other specified fetal problems, first trimester, not applicable or unspecified",ICD10
O64.2XX1,,"Obstructed labor due to face presentation, fetus 1",ICD10
O32.3XX1,,"Maternal care for face, brow and chin presentation, fetus 1",ICD10
O32.4XX2,,"Maternal care for high head at term, fetus 2",ICD10
O32.4XX1,,"Maternal care for high head at term, fetus 1",ICD10
O36.23X1,,"Maternal care for hydrops fetalis, third trimester, fetus 1",ICD10
O32.3XX2,,"Maternal care for face, brow and chin presentation, fetus 2",ICD10
O34.522,,"Maternal care for prolapse of gravid uterus, second trimester",ICD10
O36.5133,,"Maternal care for known or suspected placental insufficiency, third trimester, fetus 3",ICD10
O41.1420,,"Placentitis, second trimester, not applicable or unspecified",ICD10
O30.813,multiple-gestation,"Other specified multiple gestation with two or more monochorionic fetuses, third trimester",ICD10
O89.2,,Central nervous system complications of anesthesia during the puerperium,ICD10
O36.8939,,"Maternal care for other specified fetal problems, third trimester, other fetus",ICD10
O36.1995,,"Maternal care for other isoimmunization, unspecified trimester, fetus 5",ICD10
O36.8311,,"Maternal care for abnormalities of the fetal heart rate or rhythm, first trimester, fetus 1",ICD10
O30.029,multiple-gestation,"Conjoined twin pregnancy, unspecified trimester",ICD10
O10.311,,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, first trimester",ICD10
O10.313,,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, third trimester",ICD10
O29.90,,"Unspecified complication of anesthesia during pregnancy, unspecified trimester",ICD10
O29.191,,"Other cardiac complications of anesthesia during pregnancy, first trimester",ICD10
O36.5995,,"Maternal care for other known or suspected poor fetal growth, unspecified trimester, fetus 5",ICD10
